user_id,event_date,event_name,acquisition_channel
U0021,2026-01-10,activate,Paid Search
U0021,2026-01-10,purchase,Paid Search
U0021,2026-02-17,active,Paid Search
U0021,2026-03-18,active,Paid Search
U0022,2026-01-15,visit,Referral
U0023,2026-01-20,visit,Partner
U0023,2026-01-20,signup,Partner
U0023,2026-01-20,purchase,Partner
U0023,2026-04-01,active,Partner
U0023,2026-06-03,active,Partner
U0024,2026-01-01,visit,Organic
U0024,2026-01-01,signup,Organic
U0024,2026-01-01,activate,Organic
U0024,2026-01-01,purchase,Organic
U0024,2026-03-03,active,Organic
U0024,2026-04-04,active,Organic
U0025,2026-01-06,visit,Paid Search
U0025,2026-01-06,activate,Paid Search
U0025,2026-01-06,purchase,Paid Search
U0025,2026-02-05,active,Paid Search
U0025,2026-05-08,active,Paid Search
U0026,2026-01-11,visit,Referral
U0026,2026-01-11,signup,Referral
U0026,2026-01-11,activate,Referral
U0026,2026-02-08,active,Referral
U0026,2026-04-10,active,Referral
U0027,2026-01-16,visit,Partner
U0027,2026-01-16,activate,Partner
U0027,2026-01-16,purchase,Partner
U0027,2026-03-12,active,Partner
U0027,2026-04-13,active,Partner
U0028,2026-01-21,visit,Organic
U0028,2026-01-21,signup,Organic
U0028,2026-01-21,activate,Organic
U0028,2026-01-21,purchase,Organic
U0028,2026-02-14,active,Organic
U0028,2026-03-15,active,Organic
U0029,2026-01-02,visit,Paid Search
U0029,2026-01-02,signup,Paid Search
U0030,2026-01-07,visit,Referral
U0030,2026-01-07,signup,Referral
U0030,2026-01-07,purchase,Referral
U0030,2026-03-21,active,Referral
U0031,2026-01-12,visit,Partner
U0031,2026-01-12,signup,Partner
U0031,2026-02-23,active,Partner
U0031,2026-04-01,active,Partner
U0031,2026-05-02,active,Partner
U0031,2026-06-03,active,Partner
U0032,2026-01-17,visit,Organic
U0032,2026-01-17,signup,Organic
U0033,2026-01-22,visit,Paid Search
U0033,2026-01-22,activate,Paid Search
U0033,2026-02-05,active,Paid Search
U0033,2026-05-08,active,Paid Search
U0033,2026-06-09,active,Paid Search
U0034,2026-01-03,visit,Referral
U0034,2026-02-08,active,Referral
U0035,2026-01-08,visit,Partner
U0035,2026-01-08,signup,Partner
U0035,2026-01-08,purchase,Partner
U0035,2026-05-14,active,Partner
U0035,2026-06-15,active,Partner
U0036,2026-01-13,visit,Organic
U0036,2026-01-13,signup,Organic
U0036,2026-01-13,activate,Organic
U0036,2026-03-15,active,Organic
U0037,2026-01-18,visit,Paid Search
U0037,2026-01-18,signup,Paid Search
U0037,2026-01-18,activate,Paid Search
U0037,2026-01-18,purchase,Paid Search
U0037,2026-02-17,active,Paid Search
U0038,2026-01-23,visit,Referral
U0038,2026-01-23,signup,Referral
U0038,2026-01-23,activate,Referral
U0038,2026-02-20,active,Referral
U0038,2026-03-21,active,Referral
U0038,2026-04-22,active,Referral
U0039,2026-01-04,visit,Partner
U0039,2026-01-04,signup,Partner
U0039,2026-01-04,activate,Partner
U0039,2026-02-23,active,Partner
U0039,2026-03-24,active,Partner
U0040,2026-01-09,visit,Organic
U0040,2026-01-09,signup,Organic
U0040,2026-02-02,active,Organic
U0040,2026-03-03,active,Organic
U0041,2026-01-14,visit,Paid Search
U0041,2026-01-14,signup,Paid Search
U0041,2026-01-14,activate,Paid Search
U0041,2026-01-14,purchase,Paid Search
U0041,2026-02-05,active,Paid Search
U0041,2026-03-06,active,Paid Search
U0041,2026-04-07,active,Paid Search
U0042,2026-01-19,visit,Referral
U0042,2026-01-19,signup,Referral
U0042,2026-01-19,activate,Referral
U0042,2026-02-08,active,Referral
U0042,2026-03-09,active,Referral
U0042,2026-05-11,active,Referral
U0043,2026-01-24,visit,Partner
U0043,2026-01-24,signup,Partner
U0043,2026-01-24,activate,Partner
U0043,2026-03-12,active,Partner
U0043,2026-04-13,active,Partner
U0044,2026-01-05,visit,Organic
U0044,2026-01-05,signup,Organic
U0044,2026-01-05,activate,Organic
U0044,2026-01-05,purchase,Organic
U0044,2026-05-17,active,Organic
U0045,2026-01-10,visit,Paid Search
U0045,2026-01-10,signup,Paid Search
U0045,2026-01-10,activate,Paid Search
U0045,2026-02-17,active,Paid Search
U0045,2026-04-19,active,Paid Search
U0045,2026-05-20,active,Paid Search
U0046,2026-01-15,visit,Referral
U0046,2026-01-15,signup,Referral
U0046,2026-01-15,activate,Referral
U0046,2026-01-15,purchase,Referral
U0046,2026-03-21,active,Referral
U0047,2026-01-20,visit,Partner
U0047,2026-01-20,signup,Partner
U0047,2026-02-23,active,Partner
U0047,2026-03-24,active,Partner
U0047,2026-06-03,active,Partner
U0048,2026-01-01,visit,Organic
U0048,2026-04-04,active,Organic
U0048,2026-05-05,active,Organic
U0048,2026-06-06,active,Organic
U0049,2026-01-06,visit,Paid Search
U0049,2026-01-06,activate,Paid Search
U0050,2026-01-11,visit,Referral
U0050,2026-01-11,signup,Referral
U0050,2026-01-11,activate,Referral
U0050,2026-02-08,active,Referral
U0050,2026-03-09,active,Referral
U0050,2026-05-11,active,Referral
U0051,2026-01-16,visit,Partner
U0051,2026-01-16,signup,Partner
U0051,2026-01-16,activate,Partner
U0051,2026-03-12,active,Partner
U0052,2026-01-21,visit,Organic
U0052,2026-01-21,signup,Organic
U0052,2026-01-21,activate,Organic
U0052,2026-02-14,active,Organic
U0052,2026-03-15,active,Organic
U0053,2026-01-02,visit,Paid Search
U0053,2026-01-02,signup,Paid Search
U0053,2026-01-02,activate,Paid Search
U0053,2026-04-19,active,Paid Search
U0054,2026-01-07,visit,Referral
U0054,2026-01-07,signup,Referral
U0054,2026-01-07,activate,Referral
U0054,2026-01-07,purchase,Referral
U0054,2026-02-20,active,Referral
U0054,2026-06-24,active,Referral
U0055,2026-01-12,visit,Partner
U0055,2026-01-12,activate,Partner
U0055,2026-04-01,active,Partner
U0055,2026-05-02,active,Partner
U0056,2026-01-17,visit,Organic
U0057,2026-01-22,visit,Paid Search
U0057,2026-01-22,signup,Paid Search
U0057,2026-01-22,purchase,Paid Search
U0057,2026-02-05,active,Paid Search
U0057,2026-04-07,active,Paid Search
U0058,2026-01-03,visit,Referral
U0058,2026-01-03,signup,Referral
U0058,2026-02-08,active,Referral
U0059,2026-01-08,visit,Partner
U0059,2026-01-08,activate,Partner
U0059,2026-02-11,active,Partner
U0059,2026-04-13,active,Partner
U0059,2026-06-15,active,Partner
U0060,2026-01-13,visit,Organic
U0060,2026-01-13,activate,Organic
U0060,2026-01-13,purchase,Organic
U0060,2026-03-15,active,Organic
U0060,2026-06-18,active,Organic
U0061,2026-02-18,visit,Paid Search
U0061,2026-04-18,active,Paid Search
U0062,2026-02-23,visit,Referral
U0062,2026-04-21,active,Referral
U0063,2026-02-04,visit,Partner
U0063,2026-02-04,signup,Partner
U0063,2026-02-04,activate,Partner
U0063,2026-02-04,purchase,Partner
U0063,2026-04-24,active,Partner
U0064,2026-02-09,visit,Organic
U0064,2026-02-09,signup,Organic
U0064,2026-02-09,activate,Organic
U0064,2026-04-03,active,Organic
U0065,2026-02-14,visit,Paid Search
U0065,2026-02-14,activate,Paid Search
U0065,2026-03-05,active,Paid Search
U0065,2026-04-06,active,Paid Search
U0065,2026-06-08,active,Paid Search
U0066,2026-02-19,visit,Referral
U0066,2026-02-19,signup,Referral
U0066,2026-03-08,active,Referral
U0066,2026-05-10,active,Referral
U0067,2026-02-24,visit,Partner
U0067,2026-02-24,purchase,Partner
U0067,2026-03-11,active,Partner
U0068,2026-02-05,visit,Organic
U0068,2026-02-05,signup,Organic
U0068,2026-02-05,purchase,Organic
U0068,2026-03-14,active,Organic
U0068,2026-07-18,active,Organic
U0069,2026-02-10,visit,Paid Search
U0069,2026-02-10,signup,Paid Search
U0069,2026-02-10,activate,Paid Search
U0069,2026-02-10,purchase,Paid Search
U0069,2026-05-19,active,Paid Search
U0070,2026-02-15,visit,Referral
U0070,2026-02-15,signup,Referral
U0070,2026-02-15,activate,Referral
U0070,2026-05-22,active,Referral
U0071,2026-02-20,visit,Partner
U0071,2026-02-20,purchase,Partner
U0071,2026-04-24,active,Partner
U0071,2026-05-01,active,Partner
U0071,2026-06-02,active,Partner
U0071,2026-07-03,active,Partner
U0072,2026-02-01,visit,Organic
U0072,2026-02-01,signup,Organic
U0072,2026-02-01,activate,Organic
U0072,2026-03-02,active,Organic
U0072,2026-04-03,active,Organic
U0073,2026-02-06,visit,Paid Search
U0073,2026-02-06,signup,Paid Search
U0073,2026-02-06,activate,Paid Search
U0074,2026-02-11,visit,Referral
U0074,2026-02-11,signup,Referral
U0074,2026-02-11,activate,Referral
U0074,2026-05-10,active,Referral
U0075,2026-02-16,visit,Partner
U0075,2026-02-16,signup,Partner
U0075,2026-02-16,activate,Partner
U0075,2026-02-16,purchase,Partner
U0075,2026-05-13,active,Partner
U0076,2026-02-21,visit,Organic
U0076,2026-02-21,signup,Organic
U0076,2026-02-21,activate,Organic
U0076,2026-04-15,active,Organic
U0077,2026-02-02,visit,Paid Search
U0077,2026-02-02,signup,Paid Search
U0077,2026-02-02,activate,Paid Search
U0077,2026-02-02,purchase,Paid Search
U0077,2026-03-17,active,Paid Search
U0077,2026-05-19,active,Paid Search
U0078,2026-02-07,visit,Referral
U0078,2026-02-07,signup,Referral
U0078,2026-02-07,activate,Referral
U0078,2026-05-22,active,Referral
U0078,2026-07-24,active,Referral
U0079,2026-02-12,visit,Partner
U0079,2026-02-12,activate,Partner
U0079,2026-02-12,purchase,Partner
U0079,2026-03-23,active,Partner
U0080,2026-02-17,visit,Organic
U0080,2026-02-17,activate,Organic
U0080,2026-05-04,active,Organic
U0081,2026-02-22,visit,Paid Search
U0081,2026-02-22,signup,Paid Search
U0081,2026-02-22,activate,Paid Search
U0081,2026-02-22,purchase,Paid Search
U0081,2026-04-06,active,Paid Search
U0081,2026-07-09,active,Paid Search
U0082,2026-02-03,visit,Referral
U0082,2026-02-03,signup,Referral
U0082,2026-02-03,activate,Referral
U0082,2026-05-10,active,Referral
U0082,2026-06-11,active,Referral
U0083,2026-02-08,visit,Partner
U0083,2026-06-14,active,Partner
U0084,2026-02-13,visit,Organic
U0084,2026-02-13,signup,Organic
U0084,2026-03-14,active,Organic
U0084,2026-07-18,active,Organic
U0085,2026-02-18,visit,Paid Search
U0085,2026-02-18,signup,Paid Search
U0085,2026-02-18,activate,Paid Search
U0085,2026-02-18,purchase,Paid Search
U0085,2026-03-17,active,Paid Search
U0085,2026-04-18,active,Paid Search
U0085,2026-05-19,active,Paid Search
U0085,2026-07-21,active,Paid Search
U0086,2026-02-23,visit,Referral
U0086,2026-02-23,signup,Referral
U0086,2026-02-23,activate,Referral
U0086,2026-03-20,active,Referral
U0086,2026-04-21,active,Referral
U0086,2026-07-24,active,Referral
U0087,2026-02-04,visit,Partner
U0087,2026-02-04,signup,Partner
U0087,2026-02-04,activate,Partner
U0087,2026-03-23,active,Partner
U0087,2026-05-01,active,Partner
U0088,2026-02-09,visit,Organic
U0088,2026-02-09,activate,Organic
U0088,2026-03-02,active,Organic
U0088,2026-04-03,active,Organic
U0089,2026-02-14,visit,Paid Search
U0089,2026-02-14,purchase,Paid Search
U0089,2026-03-05,active,Paid Search
U0089,2026-04-06,active,Paid Search
U0090,2026-02-19,visit,Referral
U0090,2026-02-19,signup,Referral
U0090,2026-02-19,activate,Referral
U0090,2026-03-08,active,Referral
U0090,2026-05-10,active,Referral
U0091,2026-02-24,visit,Partner
U0091,2026-02-24,signup,Partner
U0091,2026-03-11,active,Partner
U0091,2026-04-12,active,Partner
U0092,2026-02-05,visit,Organic
U0092,2026-02-05,signup,Organic
U0092,2026-05-16,active,Organic
U0093,2026-02-10,visit,Paid Search
U0093,2026-02-10,signup,Paid Search
U0093,2026-02-10,activate,Paid Search
U0093,2026-03-17,active,Paid Search
U0093,2026-05-19,active,Paid Search
U0093,2026-06-20,active,Paid Search
U0094,2026-02-15,visit,Referral
U0094,2026-02-15,signup,Referral
U0094,2026-02-15,activate,Referral
U0094,2026-04-21,active,Referral
U0095,2026-02-20,visit,Partner
U0095,2026-02-20,signup,Partner
U0095,2026-03-23,active,Partner
U0095,2026-04-24,active,Partner
U0095,2026-05-01,active,Partner
U0096,2026-02-01,visit,Organic
U0096,2026-02-01,signup,Organic
U0096,2026-03-02,active,Organic
U0096,2026-04-03,active,Organic
U0096,2026-07-06,active,Organic
U0097,2026-02-06,visit,Paid Search
U0097,2026-02-06,signup,Paid Search
U0097,2026-02-06,activate,Paid Search
U0098,2026-02-11,visit,Referral
U0098,2026-02-11,signup,Referral
U0098,2026-02-11,purchase,Referral
U0098,2026-04-09,active,Referral
U0099,2026-02-16,visit,Partner
U0099,2026-02-16,signup,Partner
U0099,2026-04-12,active,Partner
U0099,2026-06-14,active,Partner
U0099,2026-07-15,active,Partner
U0100,2026-02-21,visit,Organic
U0100,2026-02-21,signup,Organic
U0100,2026-02-21,activate,Organic
U0100,2026-02-21,purchase,Organic
U0100,2026-04-15,active,Organic
U0101,2026-02-02,visit,Paid Search
U0101,2026-02-02,signup,Paid Search
U0101,2026-02-02,activate,Paid Search
U0102,2026-02-07,visit,Referral
U0102,2026-02-07,activate,Referral
U0102,2026-04-21,active,Referral
U0103,2026-02-12,visit,Partner
U0103,2026-02-12,signup,Partner
U0103,2026-02-12,activate,Partner
U0103,2026-03-23,active,Partner
U0103,2026-05-01,active,Partner
U0103,2026-06-02,active,Partner
U0103,2026-07-03,active,Partner
U0104,2026-02-17,visit,Organic
U0104,2026-02-17,activate,Organic
U0104,2026-03-02,active,Organic
U0104,2026-05-04,active,Organic
U0104,2026-07-06,active,Organic
U0105,2026-02-22,visit,Paid Search
U0105,2026-02-22,signup,Paid Search
U0105,2026-02-22,activate,Paid Search
U0105,2026-03-05,active,Paid Search
U0106,2026-02-03,visit,Referral
U0106,2026-02-03,signup,Referral
U0106,2026-02-03,activate,Referral
U0106,2026-03-08,active,Referral
U0107,2026-02-08,visit,Partner
U0107,2026-02-08,activate,Partner
U0107,2026-02-08,purchase,Partner
U0107,2026-03-11,active,Partner
U0107,2026-04-12,active,Partner
U0108,2026-02-13,visit,Organic
U0108,2026-02-13,signup,Organic
U0108,2026-04-15,active,Organic
U0109,2026-02-18,visit,Paid Search
U0109,2026-04-18,active,Paid Search
U0110,2026-02-23,visit,Referral
U0110,2026-02-23,signup,Referral
U0110,2026-02-23,activate,Referral
U0110,2026-03-20,active,Referral
U0110,2026-06-23,active,Referral
U0111,2026-02-04,visit,Partner
U0111,2026-02-04,signup,Partner
U0111,2026-02-04,activate,Partner
U0112,2026-02-09,visit,Organic
U0112,2026-02-09,signup,Organic
U0113,2026-02-14,visit,Paid Search
U0113,2026-02-14,signup,Paid Search
U0113,2026-02-14,activate,Paid Search
U0113,2026-02-14,purchase,Paid Search
U0113,2026-05-07,active,Paid Search
U0113,2026-06-08,active,Paid Search
U0114,2026-02-19,visit,Referral
U0114,2026-02-19,signup,Referral
U0114,2026-03-08,active,Referral
U0114,2026-04-09,active,Referral
U0115,2026-02-24,visit,Partner
U0115,2026-02-24,signup,Partner
U0115,2026-02-24,activate,Partner
U0115,2026-02-24,purchase,Partner
U0115,2026-06-14,active,Partner
U0116,2026-02-05,visit,Organic
U0116,2026-02-05,signup,Organic
U0116,2026-02-05,activate,Organic
U0116,2026-03-14,active,Organic
U0116,2026-05-16,active,Organic
U0116,2026-06-17,active,Organic
U0117,2026-02-10,visit,Paid Search
U0117,2026-02-10,signup,Paid Search
U0117,2026-02-10,activate,Paid Search
U0118,2026-02-15,visit,Referral
U0118,2026-02-15,signup,Referral
U0118,2026-02-15,activate,Referral
U0118,2026-03-20,active,Referral
U0118,2026-05-22,active,Referral
U0119,2026-02-20,visit,Partner
U0119,2026-02-20,activate,Partner
U0120,2026-02-01,visit,Organic
U0120,2026-02-01,signup,Organic
U0120,2026-03-02,active,Organic
U0120,2026-04-03,active,Organic
U0121,2026-03-06,visit,Paid Search
U0121,2026-03-06,signup,Paid Search
U0121,2026-03-06,activate,Paid Search
U0121,2026-08-09,active,Paid Search
U0122,2026-03-11,visit,Referral
U0122,2026-03-11,signup,Referral
U0122,2026-03-11,activate,Referral
U0122,2026-04-08,active,Referral
U0122,2026-08-12,active,Referral
U0123,2026-03-16,visit,Partner
U0123,2026-03-16,signup,Partner
U0123,2026-03-16,activate,Partner
U0123,2026-04-11,active,Partner
U0123,2026-05-12,active,Partner
U0123,2026-06-13,active,Partner
U0124,2026-03-21,visit,Organic
U0124,2026-03-21,signup,Organic
U0124,2026-03-21,activate,Organic
U0125,2026-03-02,visit,Paid Search
U0125,2026-03-02,activate,Paid Search
U0125,2026-03-02,purchase,Paid Search
U0125,2026-04-17,active,Paid Search
U0126,2026-03-07,visit,Referral
U0126,2026-03-07,signup,Referral
U0126,2026-03-07,activate,Referral
U0126,2026-04-20,active,Referral
U0126,2026-05-21,active,Referral
U0126,2026-06-22,active,Referral
U0127,2026-03-12,visit,Partner
U0127,2026-03-12,signup,Partner
U0127,2026-03-12,purchase,Partner
U0127,2026-05-24,active,Partner
U0127,2026-08-03,active,Partner
U0128,2026-03-17,visit,Organic
U0128,2026-03-17,signup,Organic
U0128,2026-04-02,active,Organic
U0128,2026-06-04,active,Organic
U0129,2026-03-22,visit,Paid Search
U0129,2026-04-05,active,Paid Search
U0129,2026-05-06,active,Paid Search
U0129,2026-07-08,active,Paid Search
U0130,2026-03-03,visit,Referral
U0130,2026-03-03,signup,Referral
U0130,2026-06-10,active,Referral
U0130,2026-08-12,active,Referral
U0131,2026-03-08,visit,Partner
U0131,2026-03-08,signup,Partner
U0131,2026-03-08,activate,Partner
U0131,2026-03-08,purchase,Partner
U0131,2026-04-11,active,Partner
U0131,2026-05-12,active,Partner
U0131,2026-06-13,active,Partner
U0132,2026-03-13,visit,Organic
U0132,2026-03-13,purchase,Organic
U0132,2026-05-15,active,Organic
U0133,2026-03-18,visit,Paid Search
U0133,2026-03-18,signup,Paid Search
U0133,2026-03-18,activate,Paid Search
U0133,2026-04-17,active,Paid Search
U0133,2026-05-18,active,Paid Search
U0133,2026-06-19,active,Paid Search
U0134,2026-03-23,visit,Referral
U0134,2026-03-23,signup,Referral
U0134,2026-03-23,activate,Referral
U0134,2026-03-23,purchase,Referral
U0134,2026-04-20,active,Referral
U0135,2026-03-04,visit,Partner
U0135,2026-03-04,signup,Partner
U0135,2026-03-04,purchase,Partner
U0135,2026-05-24,active,Partner
U0135,2026-06-01,active,Partner
U0135,2026-08-03,active,Partner
U0136,2026-03-09,visit,Organic
U0136,2026-03-09,signup,Organic
U0136,2026-03-09,activate,Organic
U0136,2026-04-02,active,Organic
U0137,2026-03-14,visit,Paid Search
U0137,2026-03-14,activate,Paid Search
U0137,2026-04-05,active,Paid Search
U0138,2026-03-19,visit,Referral
U0138,2026-03-19,signup,Referral
U0138,2026-03-19,purchase,Referral
U0138,2026-04-08,active,Referral
U0138,2026-06-10,active,Referral
U0138,2026-07-11,active,Referral
U0139,2026-03-24,visit,Partner
U0139,2026-03-24,signup,Partner
U0139,2026-03-24,activate,Partner
U0139,2026-04-11,active,Partner
U0140,2026-03-05,visit,Organic
U0140,2026-03-05,signup,Organic
U0140,2026-05-15,active,Organic
U0140,2026-06-16,active,Organic
U0140,2026-08-18,active,Organic
U0141,2026-03-10,visit,Paid Search
U0141,2026-03-10,signup,Paid Search
U0141,2026-03-10,activate,Paid Search
U0141,2026-04-17,active,Paid Search
U0141,2026-05-18,active,Paid Search
U0141,2026-06-19,active,Paid Search
U0142,2026-03-15,visit,Referral
U0142,2026-03-15,signup,Referral
U0142,2026-07-23,active,Referral
U0143,2026-03-20,visit,Partner
U0143,2026-03-20,signup,Partner
U0143,2026-03-20,activate,Partner
U0143,2026-06-01,active,Partner
U0144,2026-03-01,visit,Organic
U0144,2026-03-01,purchase,Organic
U0144,2026-04-02,active,Organic
U0144,2026-05-03,active,Organic
U0144,2026-07-05,active,Organic
U0144,2026-08-06,active,Organic
U0145,2026-03-06,visit,Paid Search
U0145,2026-03-06,signup,Paid Search
U0145,2026-03-06,activate,Paid Search
U0145,2026-04-05,active,Paid Search
U0146,2026-03-11,visit,Referral
U0146,2026-03-11,signup,Referral
U0146,2026-03-11,activate,Referral
U0146,2026-03-11,purchase,Referral
U0146,2026-05-09,active,Referral
U0147,2026-03-16,visit,Partner
U0147,2026-03-16,activate,Partner
U0147,2026-05-12,active,Partner
U0147,2026-06-13,active,Partner
U0148,2026-03-21,visit,Organic
U0148,2026-03-21,signup,Organic
U0148,2026-03-21,activate,Organic
U0148,2026-03-21,purchase,Organic
U0148,2026-04-14,active,Organic
U0148,2026-06-16,active,Organic
U0148,2026-07-17,active,Organic
U0149,2026-03-02,visit,Paid Search
U0149,2026-03-02,signup,Paid Search
U0149,2026-04-17,active,Paid Search
U0150,2026-03-07,visit,Referral
U0150,2026-03-07,activate,Referral
U0150,2026-04-20,active,Referral
U0150,2026-06-22,active,Referral
U0151,2026-03-12,visit,Partner
U0151,2026-03-12,signup,Partner
U0151,2026-03-12,activate,Partner
U0151,2026-04-23,active,Partner
U0151,2026-05-24,active,Partner
U0151,2026-08-03,active,Partner
U0152,2026-03-17,visit,Organic
U0152,2026-03-17,signup,Organic
U0152,2026-03-17,purchase,Organic
U0152,2026-05-03,active,Organic
U0152,2026-07-05,active,Organic
U0153,2026-03-22,visit,Paid Search
U0153,2026-03-22,signup,Paid Search
U0153,2026-03-22,activate,Paid Search
U0153,2026-04-05,active,Paid Search
U0153,2026-07-08,active,Paid Search
U0154,2026-03-03,visit,Referral
U0154,2026-03-03,signup,Referral
U0154,2026-03-03,purchase,Referral
U0154,2026-04-08,active,Referral
U0154,2026-06-10,active,Referral
U0155,2026-03-08,visit,Partner
U0155,2026-03-08,signup,Partner
U0155,2026-04-11,active,Partner
U0156,2026-03-13,visit,Organic
U0156,2026-03-13,signup,Organic
U0157,2026-03-18,visit,Paid Search
U0157,2026-03-18,signup,Paid Search
U0157,2026-03-18,purchase,Paid Search
U0157,2026-05-18,active,Paid Search
U0157,2026-07-20,active,Paid Search
U0158,2026-03-23,visit,Referral
U0158,2026-03-23,signup,Referral
U0158,2026-04-20,active,Referral
U0158,2026-06-22,active,Referral
U0159,2026-03-04,visit,Partner
U0159,2026-03-04,signup,Partner
U0159,2026-03-04,activate,Partner
U0159,2026-06-01,active,Partner
U0160,2026-03-09,visit,Organic
U0160,2026-03-09,signup,Organic
U0160,2026-04-02,active,Organic
U0160,2026-05-03,active,Organic
U0161,2026-03-14,visit,Paid Search
U0161,2026-03-14,signup,Paid Search
U0161,2026-03-14,purchase,Paid Search
U0161,2026-04-05,active,Paid Search
U0161,2026-07-08,active,Paid Search
U0162,2026-03-19,visit,Referral
U0162,2026-03-19,signup,Referral
U0162,2026-04-08,active,Referral
U0163,2026-03-24,visit,Partner
U0163,2026-03-24,signup,Partner
U0163,2026-03-24,activate,Partner
U0163,2026-04-11,active,Partner
U0164,2026-03-05,visit,Organic
U0164,2026-03-05,activate,Organic
U0164,2026-04-14,active,Organic
U0164,2026-05-15,active,Organic
U0164,2026-08-18,active,Organic
U0165,2026-03-10,visit,Paid Search
U0165,2026-03-10,signup,Paid Search
U0165,2026-03-10,activate,Paid Search
U0165,2026-03-10,purchase,Paid Search
U0165,2026-07-20,active,Paid Search
U0166,2026-03-15,visit,Referral
U0166,2026-03-15,signup,Referral
U0166,2026-05-21,active,Referral
U0166,2026-06-22,active,Referral
U0167,2026-03-20,visit,Partner
U0167,2026-03-20,signup,Partner
U0167,2026-03-20,activate,Partner
U0167,2026-03-20,purchase,Partner
U0167,2026-04-23,active,Partner
U0167,2026-05-24,active,Partner
U0167,2026-06-01,active,Partner
U0168,2026-03-01,visit,Organic
U0168,2026-03-01,signup,Organic
U0168,2026-03-01,activate,Organic
U0168,2026-03-01,purchase,Organic
U0168,2026-05-03,active,Organic
U0168,2026-06-04,active,Organic
U0168,2026-07-05,active,Organic
U0168,2026-08-06,active,Organic
U0169,2026-03-06,visit,Paid Search
U0169,2026-03-06,signup,Paid Search
U0169,2026-04-05,active,Paid Search
U0169,2026-06-07,active,Paid Search
